iter	TotalF1	MultiClass
180	0.803912444	1.950403784
181	0.810552356	1.946993145
182	0.8068538871	1.945272322
183	0.8056027667	1.943974788
184	0.8067730539	1.942765297
185	0.8093716683	1.939724278
186	0.8081133553	1.937088963
187	0.8090724013	1.935491535
188	0.8115181914	1.93327802
189	0.8170590152	1.930975216
190	0.8176551335	1.929309662
191	0.8207625385	1.926555597
192	0.8187804071	1.924506218
193	0.8205256092	1.920424172
194	0.8212827977	1.917709046
195	0.8211215145	1.91703991
196	0.8205614438	1.916632109
197	0.823479525	1.914440295
198	0.8241556991	1.912369185
199	0.8222104307	1.910168986
200	0.8221322034	1.909139813
201	0.8208607071	1.90643493
202	0.8213785472	1.90484203
203	0.8285493542	1.90136902
204	0.8286993832	1.898385651
205	0.828151344	1.896153142
206	0.8287113454	1.895386121
207	0.8282650043	1.894040604
208	0.8314385786	1.890496153
209	0.8333907263	1.889544367
210	0.8307299326	1.88798098
211	0.8319506547	1.886583779
212	0.8338473003	1.883870791
213	0.8338746597	1.882989472
214	0.836373549	1.880977895
215	0.8413480221	1.878629285
216	0.8383382892	1.876633133
217	0.8383234132	1.875284468
218	0.8418347933	1.871898824
219	0.8424420138	1.868834877
220	0.8485496536	1.86529929
221	0.8473738975	1.864033258
222	0.8485494634	1.860537837
223	0.8552666054	1.856936958
224	0.8559368336	1.854152485
225	0.8584711578	1.85194285
226	0.8602604872	1.849675356
227	0.8615899729	1.846366639
228	0.8615998582	1.844166235
229	0.8610618461	1.84222076
230	0.8643117796	1.839901476
231	0.860025156	1.837946926
232	0.8661271917	1.835410639
233	0.8671926013	1.832902089
234	0.8664769716	1.831020928
235	0.8685300975	1.827194314
236	0.8691593796	1.823894329
237	0.8739562564	1.820958135
238	0.869891939	1.818361021
239	0.8714977963	1.815857044
240	0.8706649746	1.813345509
241	0.8744693326	1.811076592
242	0.8786390038	1.808593431
243	0.8816394098	1.805751684
244	0.8818712744	1.802616943
245	0.8805936446	1.800341586
246	0.8817822135	1.799024257
247	0.8811884979	1.796646807
248	0.8837004679	1.794094762
249	0.8853887905	1.792329799
250	0.8822515719	1.790129725
251	0.8817698711	1.787955176
252	0.881313469	1.785547252
253	0.8825494133	1.782439694
254	0.8849990525	1.780955949
255	0.8850165899	1.779625361
256	0.8837260823	1.77808656
257	0.8831259594	1.775477596
258	0.8850348611	1.77374091
259	0.8873473802	1.770300897
260	0.8932701652	1.767040533
261	0.8926831898	1.764650155
262	0.8918386753	1.761977828
263	0.8936556547	1.75837338
264	0.8993257276	1.755712992
265	0.8998105644	1.75302082
266	0.9016271769	1.750051886
267	0.9035109186	1.748489457
268	0.9029431441	1.746521936
269	0.9029880497	1.745297255
270	0.9029632944	1.742317124
271	0.9042692804	1.739611095
272	0.9060336317	1.736100665
273	0.9042193856	1.733486578
274	0.9066622847	1.730575203
275	0.9085369154	1.728348507
276	0.9097490604	1.724731396
277	0.9116645453	1.722805035
278	0.9104300605	1.720595598
279	0.9122143845	1.717212503
280	0.9122451639	1.714470117
281	0.915370948	1.711190772
282	0.9159412317	1.708768643
283	0.9165647338	1.707229022
284	0.9159273271	1.705204737
285	0.9183372517	1.702491376
286	0.9184031235	1.699926292
287	0.9184100427	1.696909225
288	0.9208447071	1.694644198
289	0.9214578491	1.694210824
290	0.9232400655	1.691276175
291	0.9220579861	1.689310084
292	0.9232379684	1.688482408
293	0.9232526116	1.687050768
294	0.9239500495	1.685762922
295	0.9226974837	1.684553214
296	0.9234001567	1.682756308
297	0.9240175494	1.680678536
298	0.9257833054	1.679284973
299	0.9245726848	1.677247088
300	0.9233367553	1.675269292
301	0.9221420812	1.673045916
302	0.9245289488	1.670455676
303	0.9245596216	1.668355659
304	0.9257670145	1.666046687
305	0.9251922774	1.664580934
306	0.9264144851	1.662221323
307	0.9270004083	1.660051217
308	0.9288182581	1.657795194
309	0.9294110248	1.655750088
310	0.9288019595	1.653964183
311	0.9287771366	1.652276703
312	0.9281723256	1.650472408
313	0.9275738359	1.647849871
314	0.9287964342	1.646113393
315	0.9288301214	1.64389249
316	0.9300625548	1.642163559
317	0.9275954748	1.640172523
318	0.9281235863	1.639047272
319	0.9300074943	1.636747218
320	0.9317655233	1.633310439
321	0.9304979513	1.631615323
322	0.9318680317	1.629820007
323	0.9312710094	1.62764873
324	0.9324777161	1.625102115
325	0.9330908347	1.623304519
326	0.9330920711	1.621641117
327	0.933082485	1.619522381
328	0.9348970029	1.617871051
329	0.9343026378	1.616826466
330	0.9355692843	1.615405837
331	0.9348761889	1.613722832
332	0.9361704842	1.611594852
333	0.9350650727	1.60989137
334	0.9356470344	1.609080314
335	0.936170444	1.606401624
336	0.9362858443	1.603438916
337	0.9380746412	1.601711745
338	0.9386406667	1.599157345
339	0.9398030501	1.596809057
340	0.9403989431	1.594776531
341	0.9404469578	1.59313259
342	0.939133399	1.590387775
343	0.93970252	1.588380366
344	0.9391047097	1.586799686
345	0.9373522188	1.58553141
346	0.9411414157	1.582481121
347	0.9398923997	1.580999999
348	0.9404843511	1.578550333
349	0.9417014664	1.577390851
350	0.9423388306	1.575725244
351	0.9410646087	1.57336623
352	0.9416668373	1.571459709
353	0.9416668373	1.570923962
354	0.9410666285	1.569380143
355	0.9410366271	1.567038768
356	0.9435073242	1.565084109
357	0.9459160169	1.562840049
358	0.9458288004	1.560731387
359	0.9445984927	1.557680992
360	0.9470860001	1.555461601
361	0.9464271305	1.552242744
362	0.9483764453	1.550352001
363	0.947775955	1.548721823
364	0.9483501565	1.545867222
365	0.9483166587	1.543318142
366	0.9489942242	1.541233178
367	0.9495522036	1.539297855
368	0.9507836297	1.537071816
369	0.9514623164	1.534831722
370	0.9525784738	1.533236554
371	0.9519822011	1.532032655
372	0.9513575773	1.530224412
373	0.9519822011	1.528295906
374	0.95136826	1.526908085
375	0.9532941863	1.525032784
376	0.9520270419	1.522285873
377	0.9539317353	1.519959118
378	0.95332946	1.518001906
379	0.9527077825	1.514922966
380	0.95508704	1.5126508
381	0.9563414585	1.511235193
382	0.9570052683	1.509216665
383	0.9569149242	1.506288089
384	0.9587287847	1.504318638
385	0.9586911139	1.503140689
386	0.9580648794	1.501765421
387	0.958814666	1.499269805
388	0.9594212028	1.498855974
389	0.9581375188	1.49617181
390	0.9595352624	1.493133934
391	0.961465187	1.490242055
392	0.9628334917	1.488082599
393	0.9621578673	1.486138384
394	0.9634959579	1.484758905
395	0.9628570777	1.482863614
396	0.9641585812	1.482109645
397	0.9622608116	1.480063624
398	0.9640657084	1.476900243
399	0.9640657084	1.475001838
400	0.9646998118	1.473361054
401	0.9646998118	1.471533593
402	0.9653315682	1.468636371
403	0.9647183521	1.467035898
404	0.9640867323	1.465972321
405	0.9647183521	1.463101037
406	0.9647440567	1.460676295
407	0.9653301613	1.459452688
408	0.9659273457	1.458188511
409	0.9653208672	1.455974872
410	0.967717434	1.453359732
411	0.967717434	1.450944209
412	0.9683324289	1.44852519
413	0.9689737823	1.44551214
414	0.9696210337	1.442943637
415	0.9690171433	1.440456246
416	0.9696832692	1.439450487
417	0.9690360178	1.437248547
418	0.9715695963	1.434069917
419	0.9702866041	1.433030884
420	0.9689832098	1.431982475
421	0.9715985851	1.429531897
422	0.9709293891	1.427773749
423	0.9721752034	1.426453672
424	0.9714978687	1.424312932
425	0.9728570032	1.421904211
426	0.9721839431	1.419164645
427	0.9721839431	1.418469698
428	0.9728064179	1.41667492
429	0.9721839431	1.415443713
430	0.9728064179	1.413435475
431	0.9728531183	1.411622103
432	0.9722059695	1.410076141
433	0.9722059695	1.409731978
434	0.9734625274	1.407931088
435	0.9734625274	1.405357596
436	0.9741357141	1.403645458
437	0.9741357141	1.402237511
438	0.9748086832	1.399371744
439	0.975897641	1.396924714
440	0.9759648637	1.396183891
441	0.9759630586	1.394456265
442	0.9748428372	1.391502122
443	0.9760027425	1.389833005
444	0.9741340709	1.388263851
445	0.9753827777	1.385838434
446	0.9748189467	1.383809992
447	0.9754342627	1.382309011
448	0.9760457959	1.380753385
449	0.9754342627	1.378855726
450	0.976011864	1.377655913
451	0.9765911193	1.375328639
452	0.975950443	1.374480364
453	0.975918165	1.373545737
454	0.9747132568	1.370977209
455	0.9766041334	1.368697321
456	0.9766111873	1.366853666
457	0.9766454795	1.365727024
458	0.9766041334	1.363231387
459	0.9778506086	1.360659053
460	0.9771356859	1.35779483
461	0.9777492331	1.357348848
462	0.9784333011	1.355972175
463	0.9790303221	1.353701969
464	0.9777492331	1.35123639
465	0.9790303221	1.350015361
466	0.9778326361	1.349317675
467	0.9778382218	1.34767978
468	0.9778382218	1.345948558
469	0.9784386963	1.343940538
470	0.9778382218	1.342804716
471	0.9778382218	1.341006709
472	0.9778382218	1.338117918
473	0.9778382218	1.336208143
474	0.9778382218	1.335022619
475	0.9784386963	1.33364752
476	0.9784386963	1.332155851
477	0.9778382218	1.330760867
478	0.9796765257	1.328359258
479	0.9790779155	1.32678494
480	0.9778382218	1.325102144
481	0.9784333011	1.322526791
482	0.9784386963	1.321535115
483	0.9784386963	1.320260009
484	0.9784386963	1.318150633
485	0.9778289964	1.316626854
486	0.9790392769	1.314907516
487	0.9796748622	1.311975106
488	0.979669467	1.309468179
489	0.9796203495	1.307942922
490	0.9802516308	1.305653463
491	0.980887234	1.303733302
492	0.9815688507	1.300689701
493	0.9821729819	1.299383959
494	0.9815688507	1.29789934
495	0.9815688507	1.295599659
496	0.9815688507	1.293529328
497	0.9815688507	1.291084429
498	0.9815688507	1.29037005
499	0.9822482424	1.289050837
500	0.9828637783	1.287635976
501	0.9834679096	1.285039698
502	0.9834679096	1.284023008
503	0.9835377557	1.281732117
504	0.9835068669	1.280294079
505	0.9848273078	1.279313642
506	0.9854314512	1.276740185
507	0.9854314512	1.275081687
508	0.9853998067	1.273377267
509	0.9853998067	1.27133437
510	0.9853998067	1.269832711
511	0.9866780422	1.267242244
512	0.9866780422	1.265419694
513	0.9866780422	1.263354585
514	0.9866780422	1.262200369
515	0.9866780422	1.260115693
516	0.9866780422	1.259247726
517	0.9866780422	1.257697805
518	0.9866780422	1.255090041
519	0.9866780422	1.252172019
520	0.9866780422	1.249713051
521	0.9866780422	1.247999993
522	0.9866780422	1.245956798
523	0.9872592203	1.244010506
524	0.987863485	1.242075441
525	0.987863485	1.240065443
526	0.987863485	1.238061104
527	0.987863485	1.236407541
528	0.9872538837	1.234714571
529	0.9872538837	1.232931101
530	0.9872538837	1.231686993
531	0.987282307	1.230364449
532	0.987863485	1.230134651
533	0.987282307	1.228490528
534	0.987282307	1.227579517
535	0.987282307	1.225796246
536	0.987282307	1.225143498
537	0.9878563071	1.223498213
538	0.9878563071	1.222683925
539	0.9866780422	1.221280315
540	0.9872592203	1.220232577
541	0.9878689631	1.218903884
542	0.9878689631	1.216737888
543	0.9884732279	1.215828893
544	0.9884732279	1.214206309
545	0.9890738226	1.212750814
546	0.9890738226	1.211532539
547	0.9890738226	1.209594484
548	0.9890738226	1.208272956
549	0.9890738226	1.206800579
550	0.9896726155	1.204518575
551	0.9896726155	1.20336764
552	0.9896726155	1.201737269
553	0.9896726155	1.199031591
554	0.9896726155	1.197713611
555	0.9896726155	1.195790637
556	0.9902537616	1.193844808
557	0.9902537616	1.192045131
558	0.9896726155	1.190026092
559	0.9896726155	1.188002415
560	0.9902504314	1.186239877
561	0.9902504314	1.185665489
562	0.9902504314	1.183952572
563	0.9902504314	1.182292521
564	0.9902504314	1.179843993
565	0.9902504314	1.177801946
566	0.9902504314	1.175912987
567	0.9902504314	1.174740625
568	0.9902504314	1.172748518
569	0.9914269603	1.171207356
570	0.9914269603	1.169190699
571	0.9914269603	1.168254621
572	0.9914269603	1.167072116
573	0.9920275173	1.166230767
574	0.9920275173	1.16487579
575	0.9920275173	1.163467524
576	0.9920275173	1.161605256
577	0.9920275173	1.160325764
578	0.9920275173	1.159864736
579	0.9920275173	1.15784379
580	0.9926467631	1.155948641
581	0.9932510392	1.154545094
582	0.9932510392	1.152642804
583	0.9926467631	1.151757331
584	0.9926467631	1.150637983
585	0.9932510392	1.148735536
586	0.9932510392	1.146566323
587	0.9926467631	1.144454352
588	0.9926467631	1.143033917
589	0.9926467631	1.141617547
590	0.9926467631	1.140681027
591	0.9926467631	1.139712233
592	0.9933317026	1.138689614
593	0.9933317026	1.137680635
594	0.9933317026	1.13643674
595	0.9926467631	1.135677508
596	0.9926467631	1.134265264
597	0.9926467631	1.132562852
598	0.9926467631	1.131690124
599	0.9932622547	1.129622995
600	0.9932622547	1.128064559
601	0.9932622547	1.127346033
602	0.9932622547	1.1258875
603	0.9932622547	1.123941072
604	0.9932622547	1.12223505
605	0.9932622547	1.121471536
606	0.9938683393	1.119509665
607	0.9938683393	1.117956513
608	0.9938683393	1.116180539
609	0.9938683393	1.113923094
610	0.9938683393	1.112113471
611	0.9951923981	1.110408002
612	0.9951923981	1.109434103
613	0.9951923981	1.108289596
614	0.9951923981	1.106459973
615	0.9951923981	1.104885659
616	0.9951923981	1.10388395
617	0.9957966874	1.101369643
618	0.9957966874	1.099740047
619	0.9957966874	1.098260824
620	0.9957966874	1.096581068
621	0.9957966874	1.095125973
622	0.9957966874	1.093760992
623	0.9957966874	1.092320148
624	0.9957966874	1.090933656
625	0.9957966874	1.089295331
626	0.9957966874	1.088523279
627	0.9957966874	1.087123801
628	0.9957966874	1.085363872
629	0.9957966874	1.08478184
630	0.9957966874	1.082852691
631	0.9957966874	1.082069182
632	0.9957966874	1.080354291
633	0.9957966874	1.07909834
634	0.9957966874	1.077293772
635	0.9957966874	1.07529414
636	0.9957966874	1.074284638
637	0.9957966874	1.073606255
638	0.9957966874	1.072616566
639	0.9957966874	1.071010428
640	0.9957966874	1.069381503
641	0.9957966874	1.068054815
642	0.9964140535	1.06643367
643	0.9964140535	1.0650934
644	0.9964140535	1.064408449
645	0.9964140535	1.062707221
646	0.9964140535	1.060724086
647	0.9964140535	1.059163733
648	0.9964140535	1.057879525
649	0.9964140535	1.056653829
650	0.9964140535	1.056128517
651	0.9957966874	1.054213957
652	0.9957966874	1.052852905
653	0.9957966874	1.051716845
654	0.9957966874	1.051219098
655	0.9957966874	1.049373803
656	0.9964140535	1.048651101
657	0.9957966874	1.047835658
658	0.9957966874	1.047050076
659	0.9964140535	1.045908269
660	0.9964140535	1.044140451
661	0.9964140535	1.043960779
662	0.9964140535	1.042780643
663	0.9964140535	1.041990585
664	0.9964140535	1.040604022
665	0.9964140535	1.038459391
666	0.9969937676	1.037581652
667	0.9969937676	1.035927585
668	0.9969937676	1.033776879
669	0.9969937676	1.031539584
670	0.9969937676	1.029654817
671	0.9969937676	1.027999353
672	0.9969937676	1.026246646
673	0.9969937676	1.024715912
674	0.9969937676	1.023862589
675	0.9969937676	1.022263177
676	0.9969937676	1.020351524
677	0.9969937676	1.018923165
678	0.9969937676	1.016967992
679	0.9969937676	1.016262294
680	0.9969937676	1.014760005
681	0.9969937676	1.013735013
682	0.9969937676	1.011805405
683	0.9969937676	1.010912105
684	0.9969937676	1.009470037
685	0.9969937676	1.007143831
686	0.9969937676	1.005452737
687	0.9969937676	1.004155983
688	0.9969937676	1.002237673
689	0.9969937676	1.000792239
690	0.9969937676	1.000147091
691	0.9969937676	0.9988432418
692	0.9969937676	0.9977277863
693	0.9969937676	0.9965715686
694	0.9969937676	0.9951657587
695	0.9969937676	0.9934964753
696	0.9969937676	0.991788495
697	0.9969937676	0.9907447349
698	0.9969937676	0.9892347825
699	0.9969937676	0.9874732507
